"","mirna","X4","interaction","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","Source","Significance","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"37812","Cluster_3301","FUN_032167","Cluster_3301 _ FUN_032167",1028531,"Cluster_3301","FUN_032167",0.512884168968202,0.000714469647433045,0.0571320520364884,"mRNA","p < 0.05","ptg000023l:29378320-29397221","Q60452","General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)","apoptotic process [GO:0006915]; chromosome segregation [GO:0007059]; hair cell differentiation [GO:0035315]; nucleotide-excision repair [GO:0006289]; regulation of mitotic cell cycle phase transition [GO:1901990]; response to oxidative stress [GO:0006979]; transcription by RNA polymerase II [GO:0006366]; transcription-coupled nucleotide-excision repair [GO:0006283]","GO:0003677; GO:0005524; GO:0005634; GO:0005675; GO:0005737; GO:0005819; GO:0006283; GO:0006289; GO:0006366; GO:0006915; GO:0006979; GO:0007059; GO:0008022; GO:0016887; GO:0035315; GO:0043139; GO:0046872; GO:0047485; GO:0051539; GO:0070516; GO:0071817; GO:1901990"
"37816","Cluster_3301","FUN_032288","Cluster_3301 _ FUN_032288",1032305,"Cluster_3301","FUN_032288",0.52490390984467,0.000506413378223439,0.0474187184684928,"mRNA","p < 0.05","ptg000023l:30520825-30534786","P52824","Diacylglycerol kinase theta (DAG kinase theta) (DGKtheta) (EC 2.7.1.107) (Diglyceride kinase theta) (DGK-theta)","Homo sapiens (Human)","cAMP-mediated signaling [GO:0019933]; diacylglycerol metabolic process [GO:0046339]; G protein-coupled receptor signaling pathway [GO:0007186]; glycerolipid metabolic process [GO:0046486]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; negative regulation of gene expression [GO:0010629]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidic acid biosynthetic process [GO:0006654]; platelet activation [GO:0030168]; positive regulation of gene expression [GO:0010628]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; protein kinase C signaling [GO:0070528]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; regulation of cholesterol metabolic process [GO:0090181]; regulation of cortisol biosynthetic process [GO:2000064]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of gluconeogenesis [GO:0006111]; regulation of progesterone biosynthetic process [GO:2000182]; regulation of synaptic vesicle endocytosis [GO:1900242]; regulation of TORC1 signaling [GO:1903432]; regulation of transcription by RNA polymerase II [GO:0006357]; response to ATP [GO:0033198]; response to cAMP [GO:0051591]; thrombin-activated receptor signaling pathway [GO:0070493]","GO:0004143; GO:0005524; GO:0005634; GO:0005737; GO:0005768; GO:0005829; GO:0005856; GO:0005886; GO:0006111; GO:0006357; GO:0006654; GO:0007186; GO:0007205; GO:0008277; GO:0010628; GO:0010629; GO:0010801; GO:0012506; GO:0016363; GO:0016607; GO:0018105; GO:0019900; GO:0019933; GO:0030168; GO:0030297; GO:0033198; GO:0035556; GO:0043274; GO:0046339; GO:0046486; GO:0046834; GO:0046872; GO:0050731; GO:0051591; GO:0070493; GO:0070528; GO:0090181; GO:0098793; GO:0098794; GO:0098978; GO:0140297; GO:1900242; GO:1903432; GO:2000064; GO:2000182"
"37821","Cluster_3301","FUN_032350","Cluster_3301 _ FUN_032350",1035263,"Cluster_3301","FUN_032350",0.508460251972719,0.000808406008513219,0.0609788514980114,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37822","Cluster_3301","FUN_032424","Cluster_3301 _ FUN_032424",1040567,"Cluster_3301","FUN_032424",0.505185231053381,0.000884871221773338,0.0640838781241268,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37828","Cluster_3301","FUN_032575","Cluster_3301 _ FUN_032575",1046381,"Cluster_3301","FUN_032575",0.540066794009114,0.000321995494359238,0.0371573617081092,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37841","Cluster_3301","FUN_032813","Cluster_3301 _ FUN_032813",1055306,"Cluster_3301","FUN_032813",0.635824100224295,1.03983928471156e-05,0.00527757637281612,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37843","Cluster_3301","FUN_032883","Cluster_3301 _ FUN_032883",1056122,"Cluster_3301","FUN_032883",0.619916750366296,1.99033426548194e-05,0.0077768663153159,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37844","Cluster_3301","FUN_032926","Cluster_3301 _ FUN_032926",1058162,"Cluster_3301","FUN_032926",0.551016776304227,0.000229051300753972,0.030694195121995,"mRNA","p < 0.05","ptg000023l:37756879-37762597","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"37853","Cluster_3301","FUN_033126","Cluster_3301 _ FUN_033126",1067648,"Cluster_3301","FUN_033126",0.51467022999929,0.000679390104413462,0.0555822950913195,"mRNA","p < 0.05","ptg000023l:40208181-40242387","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"37856","Cluster_3301","FUN_033215","Cluster_3301 _ FUN_033215",1065404,"Cluster_3301","FUN_033215",0.514440035630765,0.000683823333994298,0.0557163003702524,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37862","Cluster_3301","FUN_029707","Cluster_3301 _ FUN_029707",952592,"Cluster_3301","FUN_029707",0.599856835938299,4.29704003023437e-05,0.0121516541115028,"mRNA","p < 0.05","ptg000023l:4774023-4781623","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"37869","Cluster_3301","FUN_029772","Cluster_3301 _ FUN_029772",954122,"Cluster_3301","FUN_029772",0.509411522862436,0.000787327029485017,0.0601515655777503,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37911","Cluster_3301","FUN_034268","Cluster_3301 _ FUN_034268",1106204,"Cluster_3301","FUN_034268",0.552909768720689,0.000215695143563588,0.0296695975806142,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37915","Cluster_3301","FUN_034365","Cluster_3301 _ FUN_034365",1109927,"Cluster_3301","FUN_034365",0.525594191389075,0.000496308635294196,0.0468354350465888,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37917","Cluster_3301","FUN_034399","Cluster_3301 _ FUN_034399",1111355,"Cluster_3301","FUN_034399",0.568084487374358,0.00013149366806764,0.0226315106282543,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37931","Cluster_3301","FUN_035682","Cluster_3301 _ FUN_035682",1159499,"Cluster_3301","FUN_035682",0.568179050246586,0.000131078805380146,0.0226094587575427,"mRNA","p < 0.05","ptg000025l:10595506-10605168","Q8BJT9","ER degradation-enhancing alpha-mannosidase-like protein 2","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; endoplasmic reticulum mannose trimming [GO:1904380]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; positive regulation of retrograde protein transport, ER to cytosol [GO:1904154]; response to unfolded protein [GO:0006986]; trimming of terminal mannose on B branch [GO:0036509]; ubiquitin-dependent glycoprotein ERAD pathway [GO:0097466]","GO:0004571; GO:0005509; GO:0005783; GO:0005788; GO:0005975; GO:0006986; GO:0016020; GO:0036509; GO:0044322; GO:0097466; GO:1904154; GO:1904380; GO:1904382"
"37940","Cluster_3301","FUN_035831","Cluster_3301 _ FUN_035831",1166435,"Cluster_3301","FUN_035831",0.501299237523116,0.000983895386333978,0.0678428928784013,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37946","Cluster_3301","FUN_035979","Cluster_3301 _ FUN_035979",1172300,"Cluster_3301","FUN_035979",0.508472876952572,0.000808122997557841,0.0609650602061686,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37956","Cluster_3301","FUN_034909","Cluster_3301 _ FUN_034909",1125125,"Cluster_3301","FUN_034909",0.55841812509125,0.000180725219561251,0.0268781536071573,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37960","Cluster_3301","FUN_036229","Cluster_3301 _ FUN_036229",1184744,"Cluster_3301","FUN_036229",0.545218812221762,0.000274718303308023,0.0340029035167205,"mRNA","p < 0.05","ptg000025l:16816119-16819177","Q91X96","Guanine nucleotide exchange factor MSS4 (Rab-interacting factor)","Mus musculus (Mouse)","post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]","GO:0005085; GO:0005829; GO:0006892; GO:0007264; GO:0008270; GO:0015031; GO:0016020"
"37964","Cluster_3301","FUN_034785","Cluster_3301 _ FUN_034785",1119872,"Cluster_3301","FUN_034785",0.522876257379764,0.000537167827515768,0.0488587151039609,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37970","Cluster_3301","FUN_035012","Cluster_3301 _ FUN_035012",1129919,"Cluster_3301","FUN_035012",0.532083161638439,0.000409776288409606,0.042297544474634,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37972","Cluster_3301","FUN_035027","Cluster_3301 _ FUN_035027",1130072,"Cluster_3301","FUN_035027",0.591194692927091,5.89749239344673e-05,0.0144177061811209,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37973","Cluster_3301","FUN_035045","Cluster_3301 _ FUN_035045",1131500,"Cluster_3301","FUN_035045",0.744260509895334,3.69724750614048e-08,0.000109971187770143,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37981","Cluster_3301","FUN_035184","Cluster_3301 _ FUN_035184",1135223,"Cluster_3301","FUN_035184",0.561435554094319,0.00016381841284132,0.0254378305461738,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"37991","Cluster_3301","FUN_035356","Cluster_3301 _ FUN_035356",1144964,"Cluster_3301","FUN_035356",0.504052567122649,0.000912775770276501,0.0650925924898128,"mRNA","p < 0.05","ptg000025l:6684049-6694617","Q5REG4","Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING-type E3 ubiquitin transferase DTX3)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]","GO:0005737; GO:0007219; GO:0016567; GO:0016740; GO:0046872"
"38001","Cluster_3301","FUN_035511","Cluster_3301 _ FUN_035511",1151849,"Cluster_3301","FUN_035511",0.694915757676742,6.51751022362028e-07,0.00088679393494247,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"38015","Cluster_3301","FUN_037590","Cluster_3301 _ FUN_037590",1227380,"Cluster_3301","FUN_037590",0.532030688635492,0.000410417990745379,0.042312559258955,"mRNA","p < 0.05","ptg000026l:12075040-12091985","P0CT39","Transposon Tf2-6 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"38019","Cluster_3301","FUN_037727","Cluster_3301 _ FUN_037727",1229675,"Cluster_3301","FUN_037727",0.528355336141106,0.000457668535406197,0.0449397191575062,"mRNA","p < 0.05","ptg000026l:12834597-12837005","O54991","Contactin-associated protein 1 (Caspr) (Caspr1) (MHDNIV) (NCP1) (Neurexin IV) (Neurexin-4) (Paranodin)","Mus musculus (Mouse)","axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; central nervous system myelination [GO:0022010]; cytoskeleton organization [GO:0007010]; mitochondrion organization [GO:0007005]; myelination [GO:0042552]; myelination in peripheral nervous system [GO:0022011]; neuromuscular junction development, skeletal muscle fiber [GO:0098529]; neuromuscular process [GO:0050905]; neuromuscular process controlling balance [GO:0050885]; neuromuscular process controlling posture [GO:0050884]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; neuronal action potential propagation [GO:0019227]; paranodal junction assembly [GO:0030913]; paranodal junction maintenance [GO:1990227]; postsynaptic density organization [GO:0097106]; protein localization to juxtaparanode region of axon [GO:0071205]; protein localization to paranode region of axon [GO:0002175]; regulation of synapse maturation [GO:0090128]","GO:0002175; GO:0005886; GO:0005918; GO:0007005; GO:0007010; GO:0007155; GO:0007409; GO:0016020; GO:0017124; GO:0019227; GO:0022010; GO:0022011; GO:0030424; GO:0030913; GO:0031175; GO:0033010; GO:0033270; GO:0042552; GO:0043209; GO:0048786; GO:0048812; GO:0050884; GO:0050885; GO:0050905; GO:0071205; GO:0090128; GO:0097106; GO:0098529; GO:0098978; GO:1990227"
"38020","Cluster_3301","FUN_036747","Cluster_3301 _ FUN_036747",1192802,"Cluster_3301","FUN_036747",0.52740422913634,0.00047066323873891,0.0455388846317736,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"38021","Cluster_3301","FUN_037739","Cluster_3301 _ FUN_037739",1230338,"Cluster_3301","FUN_037739",0.526656659946749,0.000481107755493901,0.0460206479579623,"mRNA","p < 0.05","ptg000026l:12992109-12996321","Q01460","Di-N-acetylchitobiase (EC 3.2.1.-)","Rattus norvegicus (Rat)","chitin catabolic process [GO:0006032]; oligosaccharide catabolic process [GO:0009313]","GO:0004568; GO:0005764; GO:0006032; GO:0008061; GO:0009313; GO:0016798"
"38033","Cluster_3301","FUN_036821","Cluster_3301 _ FUN_036821",1194587,"Cluster_3301","FUN_036821",0.540144556238026,0.000321230782104629,0.0371196413935772,"mRNA","p < 0.05","ptg000026l:2287994-2345814","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"38035","Cluster_3301","FUN_036917","Cluster_3301 _ FUN_036917",1198208,"Cluster_3301","FUN_036917",0.539699839646046,0.000325626215964419,0.0373854849270567,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"38036","Cluster_3301","FUN_036923","Cluster_3301 _ FUN_036923",1197902,"Cluster_3301","FUN_036923",0.538299417042038,0.000339822464661583,0.0381969936954853,"mRNA","p < 0.05","ptg000026l:3444004-3469990","P20825","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"38046","Cluster_3301","FUN_037083","Cluster_3301 _ FUN_037083",1205450,"Cluster_3301","FUN_037083",0.529585261701924,0.000441340923278369,0.0440738576287486,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"38049","Cluster_3301","FUN_037194","Cluster_3301 _ FUN_037194",1209683,"Cluster_3301","FUN_037194",0.507884670687519,0.000821402738153311,0.0615027804713276,"mRNA","p < 0.05","ptg000026l:6875671-6889001","Q76KP1","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)","Homo sapiens (Human)","","GO:0008376; GO:0032580; GO:0033842"
"38061","Cluster_3301","FUN_038799","Cluster_3301 _ FUN_038799",1279043,"Cluster_3301","FUN_038799",0.559007313654487,0.000177305355480063,0.0266273476296892,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"38063","Cluster_3301","FUN_038845","Cluster_3301 _ FUN_038845",1281389,"Cluster_3301","FUN_038845",0.523677653424966,0.000524818613459632,0.0483283409747502,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"38066","Cluster_3301","FUN_038003","Cluster_3301 _ FUN_038003",1242833,"Cluster_3301","FUN_038003",0.502569802845711,0.000950486605484681,0.0665930828930053,"mRNA","p < 0.05","ptg000027l:1291829-1294571","Q6DJF8","Histone-arginine methyltransferase METTL23 (EC 2.1.1.319) (Methyltransferase-like protein 23)","Xenopus laevis (African clawed frog)","chromatin organization [GO:0006325]; histone H3-R17 methylation [GO:0034971]","GO:0005634; GO:0005737; GO:0006325; GO:0034971; GO:0035242; GO:0035642"
"38077","Cluster_3301","FUN_037911","Cluster_3301 _ FUN_037911",1238600,"Cluster_3301","FUN_037911",0.57072467860011,0.000120345820792525,0.0215149730550311,"mRNA","p < 0.05","ptg000027l:399149-402149","Q9H7B4","Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)","Homo sapiens (Human)","cellular response to dexamethasone stimulus [GO:0071549]; establishment of protein localization [GO:0045184]; histone lysine methylation [GO:0034968]; myotube cell development [GO:0014904]; negative regulation of protein kinase activity [GO:0006469]; nucleosome assembly [GO:0006334]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of transcription by RNA polymerase II [GO:0045944]","GO:0000978; GO:0000993; GO:0001162; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0006469; GO:0014904; GO:0018024; GO:0033138; GO:0034968; GO:0042800; GO:0045184; GO:0045944; GO:0046872; GO:0071549"
